login_hour,after_hours_flag,session_duration_mins,usb_events_count,files_accessed_count,email_count,unique_domains_visited,email_ext_recipient_count,file_copy_to_removable
12,0,286.51666666666665,0,0,15,29,3,0
11,0,384.3333333333333,0,0,9,33,4,0
8,0,554.0,0,0,15,62,20,0
8,0,562.0,0,0,9,30,12,0
8,0,559.0,0,0,15,41,25,0
8,0,606.0,3,0,1,6,0,0
7,0,624.0,0,0,8,29,0,0
8,0,673.0,0,0,0,8,0,0
8,0,558.0,0,0,1,24,0,0
7,0,554.0,0,0,9,26,6,0
13,0,259.5,4,14,9,33,4,14
7,0,612.0,0,0,9,22,0,0
7,0,546.0,0,0,14,32,6,0
8,0,733.0,0,0,9,18,4,0
7,0,560.0,2,1,1,5,2,1
7,0,564.0,0,0,1,8,0,0
12,0,397.75,3,27,9,43,4,27
7,0,504.0,0,0,15,25,19,0
11,0,571.8333333333334,0,0,3,21,3,0
8,0,600.0,0,0,1,8,0,0
8,0,683.0,0,0,9,45,7,0
9,0,564.0,0,0,3,14,1,0
8,0,683.0,0,0,9,45,10,0
8,0,553.0,0,0,18,57,21,0
12,0,417.35,0,0,10,42,14,0
13,0,479.5833333333333,1,2,3,17,3,2
12,0,255.28333333333333,0,0,15,11,16,0
7,0,623.0,0,0,15,17,5,0
7,0,552.0,0,0,1,9,0,0
8,0,484.0,0,0,9,22,11,0
7,0,610.0,0,0,1,7,0,0
9,0,570.0,0,0,3,16,2,0
7,0,551.0,0,0,9,34,9,0
7,0,626.0,0,0,1,8,1,0
7,0,566.0,0,0,1,8,0,0
7,0,547.0,0,0,1,8,0,0
8,0,536.0,0,0,14,33,5,0
13,0,327.0,0,0,9,37,13,0
12,0,354.43333333333334,0,0,9,25,3,0
7,0,684.0,0,0,3,27,6,0
19,1,540.3166666666667,0,0,11,38,5,0
7,0,488.0,1,1,15,40,9,1
2,1,509.35,0,0,11,28,13,0
7,0,620.0,0,0,9,32,12,0
7,0,615.0,0,0,1,8,0,0
8,0,607.0,2,6,9,15,0,6
11,0,460.23333333333335,0,0,9,34,7,0
13,0,245.56666666666666,0,0,9,38,3,0
8,0,739.0,0,0,9,20,4,0
13,0,320.31666666666666,0,0,9,31,8,0
8,0,672.0,0,0,9,35,1,0
7,0,498.0,0,0,10,41,6,0
7,0,552.0,0,0,15,30,13,0
12,0,195.76666666666668,4,2,16,28,15,2
13,0,210.73333333333332,0,0,15,45,2,0
9,0,738.0,0,0,10,28,5,0
8,0,486.0,0,0,3,23,1,0
9,0,746.0,0,0,3,18,3,0
12,0,276.78333333333336,0,0,15,20,18,0
12,0,192.76666666666668,0,0,10,46,1,0
7,0,548.0,0,0,8,31,1,0
9,0,549.0,0,0,3,18,2,0
13,0,199.03333333333333,1,1,10,36,11,1
7,0,552.0,0,0,9,29,6,0
7,0,611.0,0,0,9,40,6,0
8,0,581.0,0,0,17,12,19,0
7,0,500.0,0,0,15,41,17,0
10,0,455.46666666666664,3,1,15,49,13,1
7,0,550.0,9,27,18,46,17,27
14,0,215.81666666666666,1,6,9,41,13,6
10,0,384.1166666666667,2,4,10,31,2,4
8,0,485.0,0,0,1,16,1,0
8,0,606.0,0,0,1,7,0,0
13,0,194.58333333333334,0,0,8,26,3,0
10,0,434.48333333333335,1,1,9,33,1,1
11,0,372.15,0,0,10,22,1,0
13,0,276.4,0,0,9,34,0,0
6,1,241.1,0,0,11,8,16,0
12,0,418.71666666666664,0,0,9,29,6,0
8,0,558.0,0,0,9,38,3,0
8,0,553.0,1,2,1,7,1,2
12,0,313.8833333333333,3,5,3,40,2,5
7,0,550.0,0,0,8,36,6,0
7,0,488.0,0,0,11,40,11,0
7,0,559.0,0,0,9,46,6,0
7,0,672.0,0,0,9,43,9,0
11,0,435.46666666666664,0,0,9,23,1,0
7,0,491.0,0,0,14,30,3,0
7,0,620.0,0,0,9,23,7,0
7,0,623.0,0,0,9,37,12,0
7,0,497.0,0,0,9,30,4,0
12,0,201.88333333333333,0,0,14,24,16,0
13,0,229.6,1,0,1,9,2,0
7,0,545.0,0,0,14,29,2,0
7,0,560.0,0,0,15,37,6,0
7,0,613.0,0,0,1,5,1,0
8,0,683.0,0,0,1,8,0,0
13,0,290.7,0,0,13,44,14,0
8,0,687.0,0,0,1,8,0,0
7,0,621.0,0,0,14,45,5,0
12,0,182.53333333333333,0,0,14,36,8,0
8,0,663.0,0,0,1,9,0,0
11,0,386.93333333333334,0,0,11,37,7,0
7,0,613.0,2,0,9,23,0,0
7,0,491.0,0,0,15,23,8,0
7,0,624.0,0,0,11,42,4,0
14,0,299.6,2,6,9,30,2,6
8,0,542.0,0,0,1,10,1,0
0,1,519.2,0,0,11,37,4,0
8,0,498.0,0,0,3,16,0,0
7,0,565.0,0,0,9,23,5,0
12,0,368.2,3,7,3,17,3,7
7,0,613.0,0,0,8,29,3,0
7,0,550.0,0,0,14,41,1,0
1,1,517.35,0,0,11,48,1,0
7,0,681.0,0,0,3,19,3,0
8,0,560.0,0,0,14,34,4,0
7,0,624.0,0,0,18,30,5,0
8,0,548.0,0,0,9,29,3,0
13,0,203.91666666666666,7,27,16,31,2,27
12,0,254.75,0,0,3,19,0,0
8,0,545.0,0,0,9,36,6,0
13,0,355.6666666666667,0,0,9,24,1,0
12,0,148.16666666666666,0,0,36,61,28,0
12,0,351.18333333333334,0,0,11,29,6,0
10,0,388.01666666666665,1,26,3,23,2,26
8,0,606.0,0,0,1,8,1,0
8,0,677.0,0,0,9,34,3,0
7,0,554.0,0,0,15,34,15,0
12,0,229.01666666666668,0,0,11,39,12,0
7,0,557.0,0,0,9,8,13,0
11,0,311.03333333333336,8,17,9,23,2,17
10,0,332.0833333333333,0,0,19,30,7,0
13,0,293.0,0,0,9,31,6,0
7,0,615.0,0,0,6,24,11,0
9,0,550.0,0,0,3,21,1,0
7,0,613.0,0,0,1,8,3,0
7,0,676.0,0,0,1,16,1,0
13,0,458.68333333333334,0,0,9,38,11,0
12,0,386.25,0,0,11,38,2,0
7,0,620.0,0,0,14,44,12,0
12,0,213.36666666666667,0,0,9,38,12,0
13,0,342.0,0,0,1,8,5,0
7,0,607.0,0,0,9,38,8,0
7,0,557.0,0,0,15,18,1,0
9,0,737.0,0,0,3,22,3,0
7,0,669.0,0,0,9,20,3,0
8,1,531.8833333333333,0,0,11,16,14,0
8,0,737.0,0,0,9,42,7,0
7,0,672.0,0,0,17,37,29,0
7,0,558.0,0,0,1,10,0,0
12,0,472.15,0,0,9,40,7,0
13,0,480.8333333333333,0,0,3,19,1,0
7,0,682.0,0,0,3,18,3,0
10,0,306.6333333333333,1,0,14,49,11,0
8,0,727.0,0,0,9,31,14,0
9,0,727.0,0,0,3,8,2,0
7,0,621.0,0,0,14,19,18,0
11,0,444.4,1,4,9,41,7,4
11,0,412.81666666666666,1,27,3,20,1,27
11,0,307.43333333333334,0,0,9,33,4,0
7,0,622.0,0,0,1,8,0,0
8,0,687.0,0,0,14,39,6,0
12,0,403.8666666666667,0,0,9,43,15,0
14,0,199.71666666666667,1,0,1,8,0,0
8,0,560.0,0,0,15,39,2,0
7,0,606.0,0,0,1,8,1,0
8,0,558.0,0,0,14,56,11,0
7,0,608.0,0,0,14,10,5,0
13,0,282.7,1,7,16,58,13,7
7,0,561.0,0,0,1,8,0,0
6,0,562.0,0,0,10,20,18,0
8,0,612.0,0,0,11,42,14,0
12,0,233.7,0,0,1,9,2,0
13,0,228.25,0,0,2,15,3,0
7,0,502.0,0,0,9,36,12,0
14,0,214.25,0,0,1,7,0,0
12,0,290.43333333333334,0,0,9,28,12,0
7,0,567.0,0,0,14,40,16,0
7,0,606.0,0,0,15,32,14,0
9,0,725.0,0,0,3,16,0,0
23,1,534.2166666666667,0,0,11,52,14,0
9,0,548.0,0,0,3,21,1,0
8,0,682.0,0,0,1,8,0,0
7,0,562.0,0,0,1,3,0,0
7,0,675.0,0,0,3,20,3,0
8,0,608.0,0,0,11,43,4,0
7,0,561.0,0,0,15,15,5,0
12,0,284.9,0,0,3,19,0,0
12,0,509.4166666666667,3,7,3,15,4,7
7,0,370.55,0,0,15,13,20,0
6,0,188.66666666666669,3,9,11,46,6,9
11,0,343.6666666666667,0,0,9,27,1,0
7,0,485.0,0,0,15,40,21,0
12,0,187.88333333333333,1,10,15,33,9,10
7,0,552.0,0,0,10,38,3,0
12,0,331.3,0,0,9,36,8,0
2,1,520.7333333333333,13,14,10,41,12,7
7,1,513.0833333333334,0,0,11,39,13,0
7,0,505.6,0,0,11,52,5,0
7,0,675.0,0,0,3,13,1,0
7,0,494.0,0,0,14,28,11,0
13,0,379.03333333333336,1,6,1,10,0,6
14,0,243.56666666666666,0,0,1,8,1,0
11,0,508.98333333333335,0,0,11,38,15,0
9,0,478.0,0,0,3,19,0,0
12,0,256.1,0,0,9,35,1,0
8,0,614.0,0,0,1,8,0,0
7,0,615.0,0,0,9,46,9,0
12,0,338.18333333333334,0,0,3,16,0,0
8,0,498.0,0,0,3,6,5,0
14,0,234.81666666666666,0,0,1,7,0,0
10,0,279.15000000000003,9,1,2,38,0,1
8,0,613.0,0,0,11,19,14,0
7,0,626.0,0,0,9,35,3,0
7,0,503.0,0,0,15,45,15,0
8,0,659.0,0,0,1,8,0,0
9,0,746.0,0,0,9,40,2,0
14,0,272.1333333333333,1,5,14,44,11,5
7,0,548.0,1,4,1,8,0,4
7,0,544.0,0,0,1,7,0,0
13,0,219.21666666666667,0,0,3,14,0,0
7,0,613.0,0,0,9,30,9,0
7,0,605.0,0,0,11,18,3,0
7,0,549.0,0,0,11,44,7,0
13,0,449.15,9,2,9,30,6,2
8,0,502.0,0,0,14,55,14,0
8,0,559.0,7,21,8,39,3,21
7,0,612.0,0,0,15,30,5,0
8,0,546.0,0,0,1,8,0,0
13,0,255.68333333333334,9,3,15,57,17,3
9,0,549.0,0,0,9,22,4,0
12,0,234.71666666666667,3,10,11,40,6,10
8,0,556.0,0,0,9,37,10,0
10,0,423.8333333333333,3,12,15,43,19,12
7,0,604.0,1,24,15,57,1,24
7,0,678.0,0,0,14,38,6,0
8,0,498.0,0,0,3,18,1,0
11,0,398.2,0,0,0,6,0,0
7,0,610.0,0,0,14,53,16,0
11,0,558.7,0,0,6,14,1,0
7,0,561.0,0,0,15,30,7,0
11,0,247.31666666666666,1,1,15,16,12,1
8,0,617.0,9,17,3,22,1,17
9,0,554.0,0,0,1,9,0,0
8,0,500.0,0,0,3,19,3,0
8,0,663.0,0,0,1,6,0,0
11,0,298.65,2,5,15,63,3,5
7,0,485.0,0,0,14,36,8,0
2,1,193.55,11,32,10,53,16,32
7,0,487.0,0,0,15,50,4,0
9,0,411.0,0,0,1,7,1,0
7,0,499.0,0,0,13,18,9,0
7,0,655.0,0,0,3,18,0,0
7,0,614.0,0,0,9,21,3,0
13,0,311.56666666666666,2,1,9,37,3,1
7,0,601.0,0,0,14,37,12,0
8,0,567.0,0,0,12,11,19,0
7,0,567.0,0,0,0,8,0,0
7,0,561.0,0,0,3,22,0,0
7,0,625.0,4,5,9,40,4,5
11,0,355.1666666666667,8,0,14,30,5,0
9,0,549.0,0,0,3,20,6,0
9,0,551.0,0,0,18,52,2,0
11,0,265.0833333333333,2,2,15,46,1,2
10,0,467.45,0,0,3,16,1,0
12,0,342.3333333333333,0,0,9,35,1,0
8,0,489.0,0,0,14,51,4,0
13,0,208.71666666666667,2,5,16,41,2,5
12,0,317.9,0,0,9,21,2,0
8,0,559.0,0,0,9,24,4,0
7,0,552.0,0,0,15,48,3,0
9,0,558.0,0,0,9,38,4,0
7,0,557.0,0,0,1,9,1,0
7,0,556.0,0,0,1,8,1,0
8,0,561.0,0,0,15,51,6,0
8,0,671.0,0,0,9,37,2,0
12,1,544.6333333333333,0,0,10,30,3,0
7,0,492.0,0,0,14,45,4,0
8,0,674.0,0,0,9,30,4,0
8,0,548.0,0,0,1,8,0,0
12,0,333.03333333333336,0,0,3,17,2,0
7,0,560.0,0,0,1,9,0,0
8,0,477.0,0,0,10,24,0,0
11,0,614.4666666666667,2,4,9,40,1,4
7,0,552.0,0,0,18,34,4,0
7,0,620.0,0,0,8,24,17,0
11,0,411.23333333333335,0,0,9,30,1,0
7,0,497.43333333333334,0,0,11,31,2,0
8,0,577.0,0,0,9,23,9,0
7,0,628.0,0,0,15,22,17,0
7,0,544.0,0,0,1,7,0,0
13,0,346.1333333333333,1,0,9,55,7,0
7,0,494.0,0,0,14,59,20,0
7,0,666.0,0,0,9,28,4,0
7,0,630.0,0,0,9,37,1,0
7,0,565.0,0,0,9,35,2,0
7,0,553.0,0,0,1,7,2,0
8,0,621.0,0,0,14,43,13,0
13,0,153.18333333333334,1,7,14,45,9,7
12,0,274.56666666666666,0,0,9,27,3,0
7,0,610.0,0,0,9,19,2,0
11,0,450.85,0,0,1,10,2,0
7,0,553.0,0,0,1,9,1,0
9,0,548.0,0,0,3,17,0,0
9,0,733.0,0,0,3,11,3,0
12,0,681.35,0,0,1,6,0,0
7,0,615.0,0,0,1,10,2,0
8,0,556.0,0,0,15,37,4,0
8,0,549.0,3,5,1,9,1,5
7,0,510.0,9,2,8,12,8,2
11,0,341.68333333333334,9,0,15,63,4,0
7,0,608.0,0,0,1,6,0,0
8,0,548.0,0,0,9,27,8,0
9,0,732.0,2,0,2,23,2,0
11,0,339.25,3,5,9,30,1,5
7,0,550.0,0,0,9,41,4,0
7,0,561.0,0,0,9,43,2,0
8,0,492.0,0,0,3,16,1,0
8,0,485.0,0,0,3,22,1,0
7,0,671.0,0,0,3,15,0,0
7,0,666.0,0,0,8,37,3,0
7,0,603.0,0,0,11,27,6,0
7,0,547.0,0,0,3,16,0,0
8,0,604.0,0,0,14,44,1,0
8,0,556.0,0,0,1,10,0,0
8,0,542.0,0,0,1,6,0,0
7,0,562.0,0,0,1,6,0,0
8,0,553.0,2,0,15,52,20,0
13,0,185.63333333333333,0,0,9,29,10,0
8,0,473.0,0,0,9,34,2,0
8,0,415.0,0,0,11,40,12,0
12,0,404.35,0,0,9,25,13,0
7,0,527.0,0,0,1,9,3,0
12,0,258.21666666666664,0,0,3,20,3,0
11,0,379.95,0,0,11,33,17,0
8,0,717.0,0,0,8,54,5,0
13,0,127.65,3,0,9,39,8,0
7,0,536.0,0,0,9,24,1,0
8,0,468.0,0,0,5,8,4,0
13,0,281.75,3,3,9,24,3,3
8,0,474.0,0,0,9,34,6,0
8,0,478.0,0,0,9,19,1,0
9,0,475.0,0,0,3,13,0,0
8,0,477.0,0,0,9,22,3,0
13,0,329.55,9,23,9,34,8,23
7,0,475.0,0,0,10,18,3,0
12,0,350.1333333333333,0,0,3,22,1,0
8,0,585.0,0,0,5,28,2,0
8,0,600.0,0,0,1,9,0,0
7,0,645.0,0,0,9,38,4,0
14,0,425.45,0,0,2,14,2,0
9,0,714.0,0,0,3,20,3,0
8,0,538.0,0,0,14,60,3,0
13,0,225.33333333333334,3,0,15,30,2,0
8,0,478.0,0,0,14,49,9,0
8,0,534.0,0,0,15,54,14,0
11,0,309.1666666666667,0,0,3,17,7,0
8,0,535.0,0,0,15,48,12,0
7,0,641.0,0,0,11,46,15,0
7,0,538.0,0,0,1,9,0,0
13,0,264.35,0,0,9,23,1,0
8,0,472.0,9,3,9,38,14,3
9,0,535.0,0,0,9,27,3,0
9,0,533.0,0,0,3,17,2,0
7,0,584.0,0,0,9,39,9,0
8,0,586.0,0,0,1,8,0,0
8,0,469.0,0,0,9,33,0,0
13,0,239.76666666666668,4,13,9,30,1,13
8,0,475.0,0,0,3,22,4,0
7,0,579.0,0,0,15,32,26,0
7,0,469.0,0,0,13,57,18,0
12,0,234.58333333333334,0,0,1,9,1,0
8,0,593.0,0,0,10,35,1,0
12,0,325.5,0,0,10,33,10,0
7,0,590.0,0,0,9,33,1,0
8,0,537.0,0,0,8,26,4,0
7,0,598.0,0,0,9,16,10,0
12,0,320.5833333333333,0,0,15,51,15,0
7,0,598.0,0,0,18,39,2,0
13,0,231.88333333333333,1,1,16,46,15,1
8,0,530.0,0,0,9,21,1,0
8,0,649.0,0,0,9,29,6,0
7,0,528.0,0,0,1,7,0,0
9,0,528.0,9,27,3,21,2,27
12,0,408.65,0,0,9,27,4,0
7,0,682.0,0,0,3,13,4,0
8,0,659.0,2,5,9,25,2,5
1,1,508.01666666666665,0,0,11,49,3,0
10,0,349.51666666666665,0,0,9,37,15,0
7,0,538.0,0,0,1,7,1,0
8,0,474.0,0,0,3,16,1,0
8,0,535.0,0,0,15,57,17,0
8,0,536.0,0,0,9,22,4,0
8,0,533.0,0,0,15,44,12,0
10,0,345.4,0,0,1,8,2,0
8,0,537.0,0,0,15,46,2,0
8,0,534.0,0,0,14,33,6,0
7,0,480.0,0,0,12,36,8,0
10,0,464.6333333333333,0,0,8,32,2,0
14,0,137.6,0,0,3,22,3,0
9,0,714.0,0,0,3,18,0,0
9,0,516.0,0,0,3,19,0,0
8,0,538.0,0,0,15,37,2,0
14,0,376.8666666666667,0,0,9,42,14,0
11,0,220.9,7,27,14,54,5,27
9,0,533.0,2,1,1,7,0,1
7,1,159.33333333333331,12,37,10,32,1,37
7,0,535.0,0,0,1,9,0,0
10,0,402.28333333333336,0,0,1,10,0,0
9,0,537.0,0,0,3,20,7,0
8,0,533.0,0,0,2,18,3,0
8,0,644.0,0,0,0,21,0,0
9,0,538.0,0,0,9,13,3,0
10,0,351.4,2,3,8,32,1,3
0,1,519.45,0,0,10,41,13,0
8,0,523.0,0,0,15,36,5,0
7,0,653.0,0,0,9,25,1,0
9,0,476.0,0,0,3,17,2,0
13,0,274.56666666666666,0,0,1,10,3,0
7,0,597.0,0,0,9,23,14,0
13,0,242.35,0,0,14,28,14,0
8,0,596.0,0,0,9,15,4,0
9,0,717.0,0,0,3,20,4,0
7,0,580.0,0,0,14,46,12,0
8,0,598.0,0,0,1,8,0,0
0,1,233.41666666666669,0,0,11,31,15,0
8,0,715.0,0,0,9,13,13,0
11,0,362.98333333333335,0,0,14,17,1,0
12,0,174.8,2,2,10,14,0,2
8,0,594.0,0,0,1,9,0,0
8,0,655.0,0,0,9,26,5,0
8,0,658.0,0,0,1,10,2,0
8,0,657.0,0,0,1,8,3,0
7,0,584.0,0,0,15,32,8,0
9,0,466.0,1,11,3,19,1,11
7,0,646.0,0,0,9,9,10,0
7,0,538.0,0,0,1,10,0,0
12,0,318.76666666666665,0,0,9,28,3,0
12,0,304.9,0,0,1,7,0,0
8,0,594.0,0,0,9,23,2,0
7,0,657.0,0,0,3,16,1,0
12,0,216.28333333333333,1,1,0,34,0,1
11,0,292.28333333333336,2,8,16,22,1,7
11,0,381.55,0,0,3,16,3,0
12,0,298.78333333333336,9,26,19,22,8,26
14,0,240.03333333333333,0,0,9,28,12,0
8,0,488.0,0,0,3,17,0,0
12,0,236.91666666666666,3,3,10,38,4,3
7,0,600.0,0,0,14,24,6,0
8,0,709.0,0,0,9,32,13,0
8,0,653.0,0,0,3,22,3,0
13,0,186.98333333333332,0,0,9,7,1,0
9,0,471.0,0,0,3,18,2,0
9,0,522.0,0,0,18,51,22,0
15,0,354.5833333333333,9,4,9,23,6,4
7,0,596.0,0,0,15,51,7,0
14,1,521.2,0,0,11,29,4,0
7,0,531.0,0,0,1,9,0,0
7,0,597.0,1,27,15,52,24,27
13,0,340.8833333333333,1,2,1,6,0,2
21,1,476.68333333333334,0,0,11,36,15,0
9,0,708.0,0,0,3,22,2,0
8,0,536.0,0,0,15,47,13,0
8,0,650.0,0,0,9,32,9,0
9,0,714.0,0,0,3,15,0,0
7,0,520.0,0,0,1,10,2,0
8,0,660.0,0,0,1,9,1,0
8,0,540.0,0,0,15,9,0,0
14,0,188.15,9,24,1,5,0,24
8,0,703.0,0,0,9,41,5,0
8,0,476.0,0,0,3,23,2,0
14,0,209.98333333333332,1,8,13,51,16,8
8,0,658.0,0,0,1,6,2,0
7,0,614.65,1,4,9,21,0,4
12,0,202.76666666666668,0,0,27,61,33,0
7,0,531.0,0,0,1,8,2,0
11,0,440.53333333333336,0,0,9,34,0,0
9,0,715.0,0,0,9,36,1,0
8,0,528.0,0,0,3,18,4,0
13,0,132.31666666666666,0,0,9,27,0,0
12,0,320.3333333333333,0,0,10,13,4,0
8,0,531.0,0,0,15,41,5,0
7,0,538.0,0,0,1,10,0,0
6,1,498.48333333333335,0,0,11,47,1,0
9,0,463.0,0,0,2,11,4,0
12,0,398.81666666666666,0,0,9,36,2,0
8,0,658.0,0,0,6,10,5,0
11,0,369.51666666666665,1,0,15,10,22,0
12,0,221.56666666666666,4,2,15,37,6,2
8,0,598.0,0,0,1,8,0,0
9,0,705.0,0,0,3,25,1,0
9,0,538.0,0,0,3,17,1,0
8,0,682.0,1,0,0,9,0,0
8,0,655.0,0,0,14,30,1,0
12,0,223.68333333333334,0,0,9,29,2,0
9,0,533.0,0,0,1,9,0,0
15,0,233.38333333333333,2,0,9,29,7,0
8,0,583.0,3,4,9,27,6,4
8,0,592.0,0,0,1,10,2,0
9,0,476.0,0,0,3,15,1,0
13,0,237.15,1,7,9,33,6,7
14,0,187.6,0,0,1,9,1,0
9,0,480.0,0,0,3,23,7,0
7,0,537.0,0,0,1,5,2,0
7,0,537.0,0,0,9,30,7,0
14,0,130.46666666666667,0,0,3,19,6,0
8,0,597.0,0,0,1,8,0,0
8,0,477.0,0,0,3,15,0,0
9,0,700.0,0,0,3,14,1,0
9,0,622.05,0,0,9,37,12,0
7,0,530.0,0,0,1,8,0,0
8,0,600.0,0,0,14,32,9,0
7,0,536.0,0,0,1,8,3,0
8,0,515.0,0,0,15,18,3,0
8,0,538.0,0,0,9,40,2,0
9,0,515.0,0,0,9,30,2,0
7,0,621.0,9,2,14,41,3,2
8,0,600.0,0,0,1,9,1,0
7,0,538.0,0,0,9,21,4,0
8,0,596.0,0,0,9,42,1,0
8,0,535.0,3,3,14,38,6,1
12,0,227.61666666666667,1,24,3,22,2,24
14,0,194.88333333333333,0,0,3,21,2,0
13,0,205.7,0,0,0,32,0,0
8,0,472.0,0,0,9,34,3,0
12,0,281.93333333333334,0,0,18,23,5,0
6,0,130.53333333333333,3,6,9,49,6,6
7,0,594.0,0,0,3,28,5,0
8,0,537.0,0,0,27,59,26,0
11,0,520.1,3,4,9,31,3,4
7,0,480.0,0,0,14,38,5,0
9,0,525.0,0,0,1,7,0,0
14,0,219.46666666666667,0,0,9,43,9,0
8,0,478.0,0,0,3,20,1,0
11,0,250.61666666666667,0,0,10,40,3,0
8,0,478.0,0,0,3,23,2,0
9,0,536.0,0,0,3,19,4,0
12,0,280.8833333333333,1,1,15,38,7,1
7,0,525.0,0,0,8,19,1,0
8,0,540.0,0,0,15,12,3,0
7,0,537.0,0,0,9,42,2,0
7,0,538.0,0,0,1,9,0,0
7,0,527.0,0,0,3,17,3,0
7,0,530.0,0,0,9,29,2,0
8,0,465.0,0,0,3,11,0,0
8,0,652.0,0,0,8,34,2,0
7,0,594.0,0,0,15,49,29,0
12,0,237.83333333333334,0,0,10,37,7,0
13,0,285.7,0,0,9,34,4,0
9,0,389.05,3,10,1,8,2,10
7,0,655.0,0,0,3,19,0,0
9,0,530.0,3,8,3,14,1,8
13,0,178.88333333333333,2,8,3,12,0,8
7,0,478.0,0,0,15,32,3,0
12,0,271.8833333333333,0,0,9,38,9,0
8,0,532.0,0,0,7,21,2,0
11,0,312.06666666666666,0,0,9,46,6,0
14,0,378.21666666666664,0,0,3,18,0,0
7,0,527.0,0,0,9,35,15,0
13,0,203.86666666666667,2,13,9,25,1,13
8,0,581.0,0,0,1,7,0,0
8,0,474.0,0,0,9,35,3,0
8,0,599.0,0,0,1,6,1,0
8,0,533.0,0,0,9,29,2,0
7,0,532.0,3,0,1,9,0,0
7,0,525.0,0,0,1,7,2,0
7,0,531.0,0,0,1,8,0,0
12,0,235.78333333333333,0,0,3,19,0,0
9,0,535.0,0,0,3,22,4,0
8,0,593.0,0,0,8,15,8,0
14,0,328.76666666666665,0,0,10,36,7,0
7,0,475.0,0,0,13,41,5,0
11,0,402.71666666666664,0,0,9,31,7,0
9,0,531.0,0,0,3,19,1,0
13,0,196.66666666666666,0,0,14,48,18,0
8,0,537.0,0,0,15,39,5,0
14,0,151.58333333333334,0,0,3,20,6,0
12,0,276.3833333333333,0,0,15,57,12,0
13,0,203.28333333333333,0,0,9,15,3,0
8,0,530.0,0,0,9,20,4,0
8,0,649.0,0,0,9,37,5,0
14,0,187.15,0,0,15,35,8,0
19,1,517.9333333333334,5,15,11,46,15,15
12,0,236.53333333333333,0,0,9,34,2,0
7,0,540.0,0,0,1,7,1,0
7,0,648.6,2,6,1,9,0,6
12,0,277.3,0,0,15,46,10,0
8,0,591.0,0,0,9,36,6,0
13,0,446.9166666666667,0,0,3,13,2,0
8,0,654.0,0,0,1,8,1,0
7,0,647.0,0,0,3,24,0,0
8,0,478.0,0,0,3,10,4,0
13,0,289.3333333333333,0,0,9,38,11,0
12,1,270.2,3,9,11,42,6,9
8,0,588.0,0,0,1,9,0,0
12,0,333.2,0,0,3,15,1,0
8,0,529.0,0,0,15,26,3,0
8,0,658.0,0,0,9,38,9,0
7,0,658.0,0,0,3,16,4,0
8,0,480.0,0,0,9,8,12,0
8,0,650.0,0,0,14,50,8,0
8,0,536.0,0,0,15,58,20,0
8,0,532.0,0,0,15,41,8,0
7,0,470.0,0,0,15,46,2,0
7,0,473.0,0,0,15,42,1,0
8,0,594.0,2,1,1,8,1,1
7,0,476.0,0,0,15,32,10,0
8,0,540.0,0,0,13,47,3,0
7,0,530.0,0,0,9,9,12,0
11,0,374.6166666666667,0,0,8,37,2,0
8,0,715.0,2,5,9,38,5,5
8,0,467.0,0,0,14,48,15,0
8,0,524.0,0,0,9,32,3,0
11,0,326.0,3,9,15,43,15,9
7,0,530.0,0,0,1,5,0,0
8,0,659.0,0,0,1,8,0,0
8,0,677.0,0,0,1,9,0,0
8,0,619.0,0,0,0,6,0,0
8,0,586.0,0,0,1,6,0,0
9,0,532.0,0,0,0,14,0,0
8,0,590.0,0,0,1,8,0,0
12,0,224.18333333333334,0,0,14,34,4,0
11,0,360.5833333333333,0,0,9,37,1,0
9,0,717.0,0,0,3,17,7,0
10,0,497.98333333333335,3,4,9,47,16,4
11,0,299.0833333333333,0,0,27,39,1,0
8,0,654.0,0,0,9,34,10,0
14,0,426.76666666666665,9,6,7,36,3,6
8,0,595.0,0,0,1,9,0,0
9,0,715.0,0,0,3,22,3,0
8,0,674.0,0,0,1,8,0,0
11,0,318.03333333333336,0,0,9,44,9,0
8,0,530.0,0,0,15,59,18,0
8,0,647.0,0,0,9,30,2,0
8,0,646.0,0,0,9,48,18,0
12,0,531.45,0,0,9,36,10,0
7,0,532.0,0,0,1,7,0,0
12,0,351.1666666666667,3,2,3,15,5,2
9,0,540.0,0,0,1,8,0,0
7,0,598.0,0,0,9,35,7,0
6,1,512.2333333333333,0,0,11,38,15,0
3,1,503.8,0,0,11,35,1,0
7,0,539.0,0,0,1,8,0,0
7,0,476.0,0,0,15,37,22,0
8,0,598.0,0,0,1,7,0,0
9,0,535.0,0,0,3,18,2,0
7,0,537.0,0,0,26,22,32,0
8,0,594.0,0,0,9,17,11,0
7,0,472.0,0,0,14,37,4,0
8,0,535.0,0,0,9,30,10,0
7,0,475.0,0,0,9,28,9,0
7,0,570.0,0,0,15,44,4,0
9,0,535.0,0,0,1,9,0,0
8,0,472.0,0,0,14,39,8,0
9,0,175.85,3,8,11,39,14,8
7,0,667.9,1,0,14,38,6,0
7,0,477.0,0,0,9,31,10,0
13,0,252.06666666666666,0,0,8,23,4,0
15,0,354.15,0,0,3,17,1,0
7,0,494.0,0,0,15,34,10,0
8,0,535.0,0,0,9,32,13,0
13,0,283.28333333333336,0,0,1,8,1,0
9,0,538.0,1,2,1,8,0,2
8,0,597.0,0,0,1,9,1,0
7,0,592.0,0,0,15,41,21,0
