login_hour,after_hours_flag,session_duration_mins,usb_events_count,files_accessed_count,email_count,unique_domains_visited,email_ext_recipient_count,file_copy_to_removable,usb_events_count_zscore,files_accessed_count_zscore,email_count_zscore,session_duration_mins_zscore
9,0,540.0,2,0,9,21,2,0,0.16273911104845132,-1.105734183076427,0.46295659455984844,-0.814401374164305
8,0,597.0,0,0,1,9,0,0,0.0,0.0,0.18257418583505533,-0.13459766491212005
8,0,522.0,0,0,7,21,11,0,0.0,0.0,-1.145952681034348,-1.2525055066567867
9,0,542.0,2,2,1,9,0,2,-0.0767744029158773,-0.23803086393366718,0.0,-0.22958072183425754
9,0,548.0,0,0,1,9,0,0,0.0,0.0,0.18257418583505522,0.6322345961927098
7,0,589.0,0,0,9,27,8,0,0.0,0.0,0.24948479545356073,-1.2878280308464753
7,0,525.0,0,0,9,26,2,0,0.0,0.0,0.26276913640612387,-0.4805414844168704
11,0,322.75,0,0,14,43,19,0,0.0,0.0,-0.8287593771796228,-0.24629808739576395
9,0,425.28333333333336,3,8,9,30,4,8,1.341192473457522,1.3593691087011008,0.36582862840625036,0.7597926437506624
8,0,485.0,0,0,3,25,3,0,0.0,0.0,0.36142859686337825,0.009509766051649545
11,0,474.81666666666666,0,0,9,37,8,0,0.0,0.0,0.47626265343968427,0.3401136275011948
16,0,183.0,2,4,3,4,4,4,1.2041594578792292,0.2056796481687694,0.3277306934167253,-0.6030304230553925
7,0,486.0,0,0,14,35,3,0,0.0,0.0,0.43969686527576235,0.6290060987631825
13,0,144.7,0,0,9,24,1,0,0.0,0.0,0.38563966175427145,-0.9916325265086675
7,0,552.0,0,0,9,16,11,0,0.0,0.0,0.30103986446980757,0.8644714571351282
8,0,478.0,0,0,14,46,17,0,0.0,0.0,0.2627691364061191,-0.9234859284408071
8,0,539.0,0,0,15,54,21,0,0.0,0.0,0.4396968652757639,-0.6976921773734355
9,0,474.0,0,0,3,14,0,0,0.0,0.0,0.18257418583505505,-0.6263588373323679
9,0,718.0,0,0,3,14,1,0,0.0,0.0,0.23336686546447333,0.09928132895919434
13,0,284.28333333333336,0,0,1,7,1,0,0.0,0.0,0.0,-0.6112982039841869
9,0,534.0,0,0,10,34,10,0,0.0,0.0,0.2709570473691125,-0.5539202746711521
13,0,206.83333333333334,0,0,14,36,14,0,-1.263797460416867,-0.842069971158778,0.46862993182903184,-1.088483394104879
8,0,535.0,0,0,9,38,7,0,0.0,0.0,0.24839912974802067,-0.37708888926844897
8,0,529.0,0,0,15,19,2,0,0.0,0.0,0.25731312765208986,-0.7166065231733691
8,0,678.0,1,3,1,6,1,3,-0.1634120530413522,0.25864521486809644,0.26276913640612176,1.703862070408249
8,0,625.0,0,0,1,8,1,0,0.0,0.0,0.18257418583505533,1.22609274225657
11,0,331.4,1,27,3,24,4,27,-0.21627342312079653,0.7210789369195397,0.26276913640612265,0.5031087716423107
14,0,264.1166666666667,0,0,9,25,0,0,0.0,0.0,0.22220228792913013,-0.6303105163022092
9,0,725.0,0,0,0,10,0,0,0.0,0.0,-8.291252727716833,0.22287172638998076
8,0,670.0,0,0,9,29,2,0,-2.4969332420416306,-1.6152157543453765,0.4154744849194088,0.6699700409020823
6,0,549.0,0,0,11,32,3,0,0.0,0.0,0.18257418583505478,0.31266043018870165
7,0,492.0,0,0,9,36,6,0,0.0,0.0,0.3346896583134502,0.8587029895843357
8,0,551.0,0,0,1,8,0,0,0.0,0.0,0.0,1.1982427833569
7,0,491.0,0,0,15,34,11,0,0.0,0.0,0.30656801697009717,0.7823611939272065
8,0,602.0,0,0,1,7,0,0,0.0,0.0,0.18257418583505533,0.24227379216418848
8,0,548.0,0,0,15,21,20,0,0.0,0.0,0.43969686527576135,0.4872498792947008
7,0,555.0,0,0,14,46,20,0,0.0,0.0,-2.198484326378821,0.5134912659298158
9,0,546.0,0,0,9,29,3,0,0.0,0.0,0.2750738113742208,0.25836859179290633
8,0,594.0,0,0,1,9,2,0,0.0,0.0,0.18257418583505533,-0.30480209817540527
13,0,239.21666666666667,1,9,9,36,5,9,0.9654754565201837,3.074544140263544,0.18257418583505466,-1.2866918101469544
14,0,183.06666666666666,9,27,1,10,0,27,0.6436503043467894,1.3974899914145054,0.18257418583505533,-0.8811613682528956
14,0,314.81666666666666,2,2,1,7,1,2,1.0578042218149337,-0.7849852605175132,0.0,-0.9628012791943513
8,0,502.0,1,10,3,19,2,10,-1.0073230827101414,1.4101209523299074,0.2627691364061226,1.7502348644730201
14,0,248.71666666666667,0,0,9,33,3,0,0.0,0.0,0.3136150585940057,-1.0232699056695842
8,0,479.0,0,0,3,20,0,0,0.0,0.0,0.18257418583505472,-0.6549521775331482
8,0,478.0,0,0,3,15,3,0,0.0,0.0,0.3614285968633782,-0.7208451030823758
8,0,666.0,0,0,9,43,5,0,0.0,0.0,0.2162734231207958,0.27078121825719587
13,0,192.43333333333334,3,5,13,36,9,5,1.0358999396733695,1.1952999807205145,-3.5052427873817362,-0.8519177008218766
8,0,489.0,0,0,3,15,0,0,0.0,0.0,0.30103986446980757,0.480704368550897
9,0,537.0,0,0,3,15,0,0,0.0,0.0,0.3070976116635081,-0.26037821017358564
9,0,538.0,0,0,9,36,6,0,0.0,0.0,0.24204515815413186,-0.48148688787842325
12,0,215.16666666666666,3,5,11,38,16,5,-1.0620709093181675,-0.4716728497540273,0.2222022879291301,-0.7238153458303801
7,0,602.0,0,0,9,32,4,0,0.0,0.0,0.1825741858350548,-0.37827163638621336
9,0,538.0,0,0,9,38,7,0,0.0,0.0,0.20238688687116385,-0.32894897586797944
7,0,462.0,0,0,18,49,18,0,0.0,0.0,0.27431642495119407,-1.6546045397502493
8,0,600.0,0,0,1,9,0,0,0.0,0.0,0.18257418583505533,-0.5198893260555908
8,0,313.7166666666667,2,2,11,30,11,2,-0.6058916461015068,-0.9400040193361235,0.5128082411500766,0.13596945583701503
7,0,483.0,0,0,15,40,5,0,0.0,0.0,0.26276913640612387,-0.003302185386370969
7,0,419.0,0,0,9,30,0,0,0.0,0.0,-0.42133444720748214,-0.48590809489373493
7,0,615.0,0,0,18,50,26,0,0.0,0.0,0.26878661152770494,1.4705761359351914
8,0,476.0,0,0,14,47,20,0,0.0,0.0,0.36812228768656313,-0.11451336501438072
7,0,664.0,0,0,3,21,4,0,0.0,0.0,0.18257418583505472,1.4337167674697076
7,1,537.45,0,0,11,37,11,0,0.0,0.0,0.2494847954535607,0.9357248230851227
7,0,538.0,0,0,1,9,0,0,0.0,0.0,0.26276913640612176,-0.6430646884450476
12,0,216.46666666666667,0,0,9,30,3,0,0.0,0.0,0.3154517457893816,-0.9142949686508873
9,0,538.0,0,0,17,52,19,0,0.0,0.0,-0.05400850048951341,-0.1369823359877294
8,0,602.0,0,0,1,8,0,0,0.0,0.0,0.0,0.34142506280461904
9,0,711.0,0,0,1,11,0,0,0.0,0.0,-3.096357811040105,-0.9716794494754013
16,0,563.6333333333333,0,0,1,7,0,0,0.0,0.0,0.18257418583505533,1.6781528321883619
12,0,265.18333333333334,0,0,8,28,3,0,0.0,0.0,-0.31067001888567447,-0.7360649932559284
7,0,541.0,0,0,1,9,2,0,0.0,0.0,0.32773069341672495,-0.142729500123874
8,0,659.0,0,0,9,32,1,0,0.0,0.0,0.32773069341672406,-0.1595046349490459
3,1,534.7666666666667,0,0,11,16,2,0,0.0,0.0,0.37996862031986445,1.0790213909969315
8,0,550.0,2,2,15,47,3,2,0.5187762406652678,-0.13008441404539842,0.34459541680003597,0.6373827249576242
13,0,452.06666666666666,6,5,9,39,16,5,-4.686044068188965,1.542184261987612,0.2687104102055698,-0.5406864481546364
7,0,522.0,3,2,1,8,2,2,1.0881410922681929,-0.28410998246147207,0.18257418583505533,-1.4396151890516025
9,0,532.0,0,0,1,7,2,0,0.0,0.0,0.26276913640612176,-0.45114623422585365
13,0,284.05,0,0,9,12,14,0,0.0,0.0,0.28148707373091825,-0.9850977834070691
13,0,296.5,3,1,10,45,14,1,1.1953091287605,-0.1015165739336525,-12.781497043252356,-0.7812339271482778
7,0,552.0,0,0,9,25,11,0,0.0,0.0,0.0,0.7626274088663575
23,1,527.2666666666667,0,0,11,43,13,0,0.0,0.0,0.5193914148890661,0.7849759406899623
7,0,597.0,0,0,9,25,3,0,0.0,0.0,0.5962564743307678,-0.7681138487836306
8,0,471.0,0,0,3,25,3,0,0.0,0.0,0.2573131276520892,-0.5870543012254493
8,0,538.0,0,0,14,33,9,0,0.0,0.0,0.10307589653112882,0.20886261826622396
7,0,478.0,0,0,15,45,0,0,0.0,0.0,0.33830109481410753,0.0021266025278856
7,0,526.0,0,0,1,10,0,0,0.0,0.0,0.18257418583505533,-1.1524675940619
7,0,566.0,0,0,1,7,0,0,0.0,0.0,0.18257418583505533,2.0708168810225707
8,0,586.0,0,0,8,21,9,0,0.0,0.0,-0.952524104295357,-0.9841821322253593
12,0,246.06666666666666,1,0,10,21,1,0,1.0087337902782494,-0.3986277832628341,0.22322226298951067,-0.7498333939413993
8,0,661.0,0,0,9,32,10,0,0.0,0.0,0.2599425665377646,0.17803545087960249
4,1,249.86666666666667,0,0,3,15,1,0,0.0,0.0,0.30709761166350813,-0.5351091829674283
12,0,179.75,0,0,14,37,23,0,0.0,0.0,0.3856396617542694,-0.71839582221061
8,0,621.0,0,0,1,9,3,0,0.0,0.0,0.1825741858350552,1.8355204262368294
8,0,659.0,0,0,1,8,1,0,0.0,0.0,0.0,-0.4807476115460523
9,0,545.0,2,3,1,10,0,3,0.035925056740729905,0.27943885635094845,0.18257418583505533,0.056117121042793226
13,0,249.53333333333333,1,5,9,21,4,5,0.1627391110484513,-0.06140066684779833,0.6097498436202107,-0.9889791109815368
8,0,546.0,0,0,15,37,10,0,0.0,0.0,0.44601366418395727,0.54973121506573
7,0,466.0,0,0,14,43,16,0,0.0,0.0,0.41426846064831296,-1.002382910138716
8,0,655.0,0,0,13,10,5,0,0.0,0.0,-1.2245852331125764,-1.0467219249534239
8,0,600.0,0,0,1,10,2,0,0.0,0.0,0.26276913640612176,-0.42223239826611947
10,0,432.18333333333334,2,27,9,36,6,27,1.041826645481164,0.8616059763419922,0.4130232866245148,0.17267684758456253
7,0,664.0,0,0,3,17,2,0,0.0,0.0,0.18257418583505472,0.08527494031858956
11,0,325.75,0,0,14,25,2,0,-0.5952936654155456,-0.47231019793873086,0.3264778956607639,-0.339985113247368
7,0,547.0,0,0,15,34,7,0,0.0,0.0,0.684818879478193,0.5355433012931353
6,0,540.6,0,0,11,33,7,0,0.0,0.0,0.4652073843435433,1.1504331198875988
9,0,471.0,2,1,3,18,3,1,0.3585685828003181,-0.6000071591783652,0.2627691364061225,-0.6961611962299535
7,0,620.0,0,0,1,9,2,0,0.0,0.0,0.18257418583505533,1.2421596290279497
7,0,491.0,0,0,11,46,6,0,0.0,0.0,0.2842621212197852,0.8270041554132105
13,0,174.78333333333333,1,9,7,34,8,9,-0.12411706764479927,2.164228392603746,-0.8073629062480648,-0.5165724275704263
13,0,146.31666666666666,0,0,14,36,3,0,-0.6382775033154233,-0.5806972553108731,0.24839912974801912,-0.9457201384519907
13,0,195.5,0,0,16,45,17,0,0.0,0.0,0.4797486114192829,-0.9980484564287001
8,0,595.0,3,2,1,7,0,2,0.776479853054355,-0.10231966614205894,0.32773069341672495,-0.7018938605674364
8,0,475.0,0,0,3,18,0,0,0.0,0.0,0.18257418583505594,-0.25016491796011714
7,0,543.0,0,0,9,40,2,0,0.0,0.0,0.2931505176891086,0.05712202677509654
8,0,594.0,0,0,9,38,9,0,0.0,0.0,0.30709761166350685,-0.3728579616433986
7,0,536.0,0,0,1,9,2,0,0.0,0.0,0.18257418583505533,-0.5883465664801647
8,0,472.0,9,0,9,38,8,0,0.9634415898069264,-0.7633047608928384,0.40290925443786907,-0.6594999568674904
8,0,539.0,0,0,11,32,10,0,0.0,0.0,0.3321270091603807,-0.2717734978570389
11,0,319.55,2,0,15,44,2,0,-0.8914414210943182,-0.8152756392713357,0.37996862031986434,0.1561677914850646
8,0,726.0,0,0,9,36,8,0,0.0,0.0,0.45717503104282764,0.12915036024377033
7,0,601.0,0,0,9,39,5,0,0.0,0.0,0.326477895660764,0.05726451539667767
12,0,240.88333333333333,0,0,1,4,1,0,-0.41056625538311353,-0.43926504306227937,0.18257418583505533,-0.681406030218566
8,0,546.0,0,0,15,39,14,0,0.0,0.0,0.380528617158673,0.5897113723482672
8,0,537.0,0,0,15,28,6,0,0.0,0.0,0.46064641749526475,-0.6302065061988024
13,0,194.55,2,2,15,25,4,2,-1.1077525521311253,-1.1429375776070656,0.2718362665249653,-0.9689837476022028
9,0,727.0,0,0,3,24,3,0,0.0,0.0,0.2627691364061226,0.35973763848338547
8,0,543.0,0,0,9,31,10,0,0.0,0.0,0.4629565945598508,-0.14019134944008757
7,0,647.0,0,0,3,16,0,0,-0.5193914148890653,-0.5894151930938971,0.1825741858350546,-0.8759100485422535
8,0,671.0,0,0,1,9,0,0,0.0,0.0,0.0,0.9775909149568957
9,0,727.0,0,0,3,18,1,0,0.0,0.0,0.5424047368439221,0.3462218680194775
9,0,540.0,0,0,1,8,0,0,0.0,0.0,0.1825741858350552,-0.6986221036484709
7,0,596.0,0,0,9,39,6,0,0.0,0.0,0.30709761166350896,-0.7840400568358289
8,0,600.0,0,0,1,9,0,0,0.0,0.0,0.0,-0.1839634831244431
8,0,598.0,0,0,1,9,0,0,0.0,0.0,0.18257418583505533,-0.6237710156746159
8,0,478.0,0,0,14,22,12,0,0.0,0.0,0.18257418583505472,-0.012382143308213514
14,0,414.96666666666664,0,0,3,18,5,0,0.0,0.0,0.0,-0.5802526677567551
8,0,648.0,0,0,9,29,5,0,0.0,0.0,0.25731312765208986,-0.7266170203038089
16,0,562.65,1,0,15,40,23,0,0.0,-0.5106547909158364,0.49159604012508634,1.8813261149370992
7,0,474.0,0,0,15,30,3,0,0.0,0.0,0.26276913640612265,-1.0514582273612278
7,0,535.0,0,0,9,38,4,0,0.0,0.0,0.4259426897782869,-0.792446239405145
9,0,556.0,0,0,3,16,6,0,-0.5607653977603301,-0.5131325931192336,0.32773069341672517,0.8581715063517912
12,0,421.68333333333334,0,0,9,33,1,0,0.0,0.0,0.22779084264308772,0.009944423710277735
9,0,546.0,0,0,3,13,2,0,0.0,0.0,0.18257418583505472,0.22879553130502384
8,0,609.0,0,0,9,39,12,0,0.0,0.0,0.18257418583505616,0.6647164395632182
9,0,418.75,0,0,9,38,10,0,0.0,0.0,0.2627691364061216,0.9544057431581496
8,0,537.0,0,0,9,33,10,0,0.0,0.0,0.18257418583505472,-0.6464121264376281
7,0,531.0,0,0,1,7,0,0,0.0,0.0,0.0,-0.6785945728166416
11,0,378.0,0,0,15,43,3,0,0.0,0.0,0.512002824850967,0.2182263043956815
8,0,599.0,0,0,1,8,0,0,0.0,0.0,0.26276913640612176,-0.6882428886970222
8,0,658.0,0,0,9,46,1,0,0.0,0.0,0.4396968652757609,-0.6705133474661158
8,0,593.0,0,0,1,7,1,0,0.0,0.0,0.26276913640612176,-1.0082790301122446
12,0,339.01666666666665,0,0,1,7,0,0,0.0,0.0,0.26276913640612176,-0.04767913701219788
9,0,589.0,0,0,9,32,11,0,0.0,0.0,0.3549666995272257,-0.7974800345306909
8,0,591.0,1,4,9,31,11,4,-0.7941634779358062,1.3015265196594115,0.24948479545356067,-0.6747367311757395
8,0,473.0,0,0,10,30,10,0,-0.5525062514530825,-0.54709444796223,0.18257418583505472,-0.94593660832005
13,0,152.21666666666667,0,0,9,43,6,0,-0.5928871321888776,-0.5928871321888777,-0.244133403722402,-1.061716970332521
12,0,331.48333333333335,0,0,9,26,5,0,0.0,0.0,0.2627691364061228,-0.3911577233543921
9,0,537.0,2,4,1,7,0,4,0.1691141789522169,0.9672227016086298,0.18257418583505533,-0.8855057989832813
8,0,482.0,0,0,3,17,3,0,0.0,0.0,0.18257418583505472,-0.23251852322863714
7,0,676.0,0,0,3,18,0,0,0.0,0.0,0.18257418583505414,0.7961106171084879
7,0,587.0,0,0,9,24,5,0,0.0,0.0,0.2899275271761771,-0.8094184119999296
8,0,657.0,0,0,1,9,0,0,0.0,0.0,0.26276913640612176,-1.0252859918067785
7,0,536.0,0,0,1,5,2,0,0.0,0.0,0.32773069341672495,-1.0968584159072134
7,0,600.0,0,0,15,24,3,0,0.0,0.0,0.2956702817652907,-0.7610917029352599
7,0,546.0,0,0,8,20,3,0,0.0,0.0,-0.2616134242965881,0.2621775779674463
8,0,676.0,0,0,0,7,0,0,0.0,0.0,-1.0,1.4677025723967625
7,0,539.0,0,0,1,7,2,0,0.0,0.0,0.26276913640612176,-0.29339323811624946
7,0,562.0,0,0,1,8,1,0,0.0,0.0,0.1825741858350552,1.946076360106954
8,0,551.0,0,0,9,28,4,0,0.0,0.0,0.4130232866245146,0.820920644569217
8,0,659.0,0,0,9,44,2,0,0.0,0.0,0.41202298656877756,-0.281241287110175
7,0,601.0,0,0,8,46,15,0,0.0,0.0,-0.3277306934167251,-0.1298590227575851
11,0,314.56666666666666,0,0,1,9,0,0,-0.5962564743307678,-0.37244395451210627,0.0,-0.28599277545843027
13,0,246.28333333333333,0,0,15,37,9,0,0.0,0.0,0.3543586802969827,-1.000959716293848
8,0,536.0,0,0,14,44,3,0,0.0,0.0,-0.18967320071975521,-0.8315027792472347
12,0,389.93333333333334,9,27,9,45,14,27,1.2282070546133996,0.9192146699016444,0.3856396617542766,0.03861762340790957
7,0,535.0,0,0,1,9,1,0,0.0,0.0,0.43969686527576385,-0.7976380772964416
9,0,542.0,0,0,3,25,4,0,0.0,0.0,0.0,0.17407659014911542
7,0,545.0,0,0,15,42,1,0,0.0,0.0,0.5607653977603311,0.09443647255763288
13,0,146.06666666666666,2,26,3,17,1,26,2.8525240058382493,1.7673516830571585,0.43969686527576357,-0.8846657206840555
8,0,559.0,0,0,9,8,21,0,0.0,0.0,0.27658416613977166,1.5200762953526972
8,0,712.0,0,0,9,43,9,0,0.0,0.0,0.1825741858350548,-0.7727788324915817
14,0,254.26666666666668,0,0,9,35,2,0,0.0,0.0,0.24839912974802064,-0.9245953388292671
7,0,470.0,0,0,15,53,2,0,0.0,0.0,0.32258777208673173,-0.7671202944932891
7,0,601.0,0,0,9,36,3,0,0.0,0.0,0.3856396617542702,-0.538732016635914
8,0,522.0,9,27,16,29,2,27,0.5928871321888783,0.8787430506766051,0.42910020289785933,-1.0019297593538918
7,0,678.0,0,0,3,23,3,0,0.0,0.0,0.32773069341672534,1.830854604587703
13,0,234.68333333333334,1,10,13,55,8,10,-0.8747265743102584,1.3013188144856382,-0.2804296287823902,-0.7406998999629838
7,0,659.0,0,0,3,22,3,0,0.0,0.0,0.23336686546447333,-0.24000642944045014
13,0,279.95,0,0,9,38,3,0,0.0,0.0,0.30595753492148325,-0.3477919468611051
4,1,493.0833333333333,1,0,11,34,15,0,-1.618442102365629,-1.4929814956813248,0.3445954168000359,-1.3164185613442714
7,0,488.0,0,0,15,63,20,0,0.0,0.0,0.4396968652757633,0.5753579858556537
14,0,247.8,0,0,3,21,0,0,0.0,0.0,0.2627691364061225,-0.5809296656243106
7,0,504.0,0,0,9,41,10,0,0.0,0.0,0.30123442266530637,2.934971607848327
7,0,502.0,0,0,15,45,17,0,0.0,0.0,0.43314764396896543,1.7506203272712875
7,0,673.0,0,0,11,40,10,0,0.0,0.0,0.26276913640611954,1.2343779921381468
7,0,547.0,0,0,1,8,0,0,0.0,0.0,0.18257418583505533,0.28772403481770636
10,0,361.68333333333334,1,3,9,34,10,3,1.4080077683401517,1.2188419569734905,0.36142859686337714,-0.2182556184783077
7,0,594.0,2,0,15,44,11,0,0.2006932429798715,-0.9325905671023029,0.2982566934952574,-0.3121538856503506
7,0,477.0,0,0,9,19,8,0,0.0,0.0,0.31406918948268775,-0.8506990229836618
7,0,553.0,0,0,15,47,12,0,0.0,0.0,0.20756357328419534,0.9923002671986065
7,0,672.0,0,0,3,14,0,0,0.0,0.0,0.3948594414403988,1.024963344105536
7,0,563.0,0,0,1,9,0,0,0.0,0.0,0.18257418583505527,1.93498873221472
5,1,519.0166666666667,0,0,15,42,4,0,-0.4606464174952624,-0.3856396617542712,0.42558245538781103,2.351481724714947
7,0,473.0,0,0,15,39,19,0,0.0,0.0,0.23245917293311016,-1.0822402422021085
11,0,356.56666666666666,0,0,9,34,10,0,-0.5952936654155457,-0.4927633718276478,0.3397394377639134,-0.12667600001363497
8,0,656.0,0,0,14,40,27,0,0.0,0.0,0.3614285968633772,-0.6319874331385866
8,0,657.0,0,0,7,27,2,0,0.0,0.0,-7.620304955777648,-0.21448024163899945
7,0,477.0,0,0,9,41,2,0,0.0,0.0,0.2587008372107883,-0.7704859620880395
9,0,533.0,0,0,1,9,1,0,0.0,0.0,0.0,-0.5895478478844373
8,0,552.0,0,0,1,8,0,0,0.0,0.0,0.0,1.0812120322406122
8,0,545.0,0,0,9,34,3,0,0.0,0.0,0.40015334483983006,-0.21093381342162934
8,0,626.0,0,0,1,8,1,0,0.0,0.0,0.26276913640612176,1.873464762347022
8,0,597.0,0,0,8,9,10,0,0.0,0.0,-2.506657801402755,-0.6297469305849763
13,0,226.11666666666667,0,0,14,37,6,0,0.0,0.0,-0.07120344141914794,-1.0927286950320267
7,0,550.0,0,0,3,14,5,0,0.0,0.0,0.36142859686337875,0.5698274962355816
7,0,600.0,0,0,1,7,1,0,0.0,0.0,0.18257418583505533,-0.45614688980710927
7,0,678.5333333333333,1,0,3,20,1,0,-0.10052128937058435,-0.9413564803110094,0.30152098970003155,1.6294059705274198
11,0,216.68333333333334,0,0,18,36,4,0,0.0,0.0,0.2753272643012073,-0.5892975589687311
8,0,667.0,0,0,1,8,1,0,0.0,0.0,0.0,0.2082392683679262
7,0,600.0,0,0,7,33,8,0,0.0,0.0,-3.505242787381752,-0.37208264292182563
8,0,595.0,0,0,1,8,3,0,0.0,0.0,0.1825741858350552,-0.18544527383755058
8,0,657.0,0,0,7,38,1,0,0.0,0.0,-3.0963578110401033,-0.8046511622233531
12,0,302.03333333333336,1,27,9,35,10,27,0.9970894773589899,1.6831900303884078,0.2667688965598862,-0.7843919875872295
9,0,721.0,0,0,9,48,12,0,0.0,0.0,0.18257418583505475,-0.41532406472724726
12,0,281.8333333333333,4,0,9,39,4,0,1.818622930287083,-1.0522503648626573,0.26276913640612093,-0.8080393843294057
11,0,261.5833333333333,9,7,1,10,0,7,0.7624801885686394,0.7996936626347574,0.26276913640612176,-0.5102142227115531
7,0,620.0,0,0,1,9,2,0,0.0,0.0,0.18257418583505536,1.398734777288435
13,0,304.21666666666664,0,0,9,32,1,0,0.0,0.0,0.5424047368439205,-0.9801971069017318
8,0,538.0,1,27,14,35,2,27,-0.14161682468752845,0.8600864416233764,0.34601267410631315,-0.98830290552376
13,0,292.48333333333335,0,0,9,39,2,0,0.0,0.0,0.4257807019384472,-0.7640417958766279
13,0,197.16666666666666,0,0,9,38,12,0,0.0,0.0,0.45293484266884615,-1.1407679819894823
13,0,179.96666666666667,8,21,16,36,12,21,-0.14822178304721903,-0.9321653897201543,0.21627342312079562,-1.172614050445227
12,0,300.8833333333333,0,0,9,13,13,0,0.0,0.0,0.24948479545356078,-0.7378167968377142
7,0,564.0,8,7,9,26,0,7,0.2494847954535617,1.3890233266893686,0.33526571667141003,1.001854765890882
8,0,596.0,0,0,1,7,0,0,0.0,0.0,0.0,-0.7975970767433022
15,0,543.15,0,0,15,48,22,0,0.0,0.0,0.3760016077344498,-0.19770771820966654
8,0,539.0,0,0,14,35,7,0,0.0,0.0,-0.047468960946098676,-0.6520278730864673
7,0,549.0,0,0,1,8,2,0,0.0,0.0,0.26276913640612176,0.5381209489078159
13,0,209.98333333333332,2,6,15,50,15,6,-1.0288211691726614,0.7578062541405611,0.3550872519842682,-0.7447743426690802
8,0,532.0,0,0,15,20,2,0,0.0,0.0,0.3689854126409121,-0.36722786042588473
12,0,399.8833333333333,1,6,9,12,13,6,0.0,1.7892817139812744,0.3425370831996626,0.3212937487925508
20,1,499.01666666666665,0,0,10,34,17,0,0.0,0.0,-0.35030211485987667,-0.8589112458570977
8,0,481.0,0,0,9,35,2,0,0.0,0.0,0.18257418583505472,-0.3403988074324735
7,0,475.0,0,0,14,28,10,0,0.0,0.0,0.1976703995574388,-0.9445599773542522
7,0,537.0,0,0,9,38,1,0,0.0,0.0,0.3277306934167236,-0.5374061929266357
7,0,663.0,0,0,3,13,2,0,0.0,0.0,0.0,0.5592492851680121
9,0,705.0,0,0,3,20,1,0,0.0,0.0,0.24839912974802178,-0.9241029954252121
12,0,201.4,0,0,1,8,0,0,0.0,0.0,0.18257418583505533,-1.0935523795351498
13,0,289.3333333333333,0,0,15,41,14,0,0.0,0.0,0.35856858280031784,-0.8057632529835026
16,0,334.71666666666664,0,0,1,7,0,0,-1.9858730823167887,-2.158066048718614,0.0,0.21158508885127483
9,0,718.0,0,0,3,17,4,0,0.0,0.0,0.23336686546447333,-0.5740574895968341
13,0,303.01666666666665,0,0,3,18,0,0,0.0,0.0,0.24839912974802178,-0.2882414297507768
12,0,416.43333333333334,0,0,9,32,1,0,0.0,0.0,-0.13639279154403547,-0.11894355852974056
21,1,506.78333333333336,0,0,10,54,9,0,0.0,0.0,-0.4260064336151288,-0.5055545683977433
14,0,144.95,0,0,3,16,6,0,0.0,0.0,0.26276913640612204,-0.9419117893439745
7,0,559.0,0,0,9,34,1,0,0.0,0.0,0.3277306934167242,1.0408487866797107
7,0,590.0,0,0,15,37,9,0,0.0,0.0,0.49159604012508484,-0.49554874406513094
8,0,483.0,0,0,3,17,0,0,0.0,0.0,0.4793714505029497,0.015180538550899621
13,0,211.88333333333333,1,6,8,48,1,6,-0.9751985160719775,1.3509559059628584,-1.4074353686545935,-0.9998616826630635
7,0,588.0,0,0,14,38,18,0,0.0,0.0,-1.4080077683401506,-0.8081038809841864
9,0,524.0,0,0,3,22,3,0,0.0,0.0,0.0,-1.322496050092765
13,0,419.68333333333334,0,0,9,27,11,0,0.0,0.0,0.3015209897000303,-0.6684728639547467
7,0,678.0,0,0,3,19,1,0,0.0,0.0,0.18257418583505594,1.2579562723130182
12,0,417.8333333333333,0,0,9,34,13,0,0.0,0.0,0.24839912974802075,-0.19639630779398679
12,0,176.86666666666667,0,0,11,30,0,0,0.0,0.0,0.3817825838022642,-0.5559861021151342
8,0,565.0,1,8,9,45,1,8,2.1984843263788187,3.0425733279126153,0.3856396617542699,1.883591110509769
7,0,557.0,0,0,9,49,4,0,0.0,0.0,0.3048749218101061,1.354270843672782
8,0,652.0,0,0,1,8,0,0,0.0,0.0,0.18257418583505533,-1.0050214063446001
8,0,597.0,0,0,9,31,2,0,0.0,0.0,0.32773069341672334,-0.6674892045077742
12,0,192.01666666666668,0,0,15,45,7,0,0.0,0.0,0.37703695143195065,-0.6139842043549726
11,0,348.45,0,0,15,27,9,0,0.0,0.0,0.3941537046091825,0.13421271310673588
7,0,602.0,0,0,14,40,2,0,0.0,0.0,0.3381126928721469,-0.19296293163788797
9,0,524.0,7,20,3,16,2,20,-2.8525240058382484,-1.5872944106558475,0.18257418583505472,-1.024922344952325
13,0,121.95,0,0,14,54,13,0,0.0,0.0,-0.3549666995272257,-1.1530137907098006
20,1,539.7666666666667,0,0,11,33,3,0,0.0,0.0,0.26276913640612143,0.6780284968033199
8,0,657.0,0,0,1,8,1,0,0.0,0.0,0.1825741858350553,-0.777758301440821
12,0,333.71666666666664,0,0,11,39,14,0,0.0,0.0,0.27842985837338713,-0.4485870860953835
8,1,465.6,0,0,9,19,1,0,0.0,0.0,-0.9681806326165264,-1.741847396125373
8,0,536.0,0,0,11,48,16,0,0.0,0.0,0.35856858280031817,-0.9944218694929636
14,0,170.03333333333333,1,0,10,29,5,0,-0.9634415898069263,-0.922251486764646,0.0,-0.885119831439255
