login_hour,after_hours_flag,session_duration_mins,usb_events_count,files_accessed_count,email_count,unique_domains_visited,email_ext_recipient_count
9,0,528.0,0,0,9,47,10
8,0,478.0,0,0,3,20,0
7,0,526.0,9,21,1,7,2
7,0,656.0,0,0,3,14,2
13,0,258.8,0,0,1,5,3
8,0,595.0,0,0,1,10,0
9,0,477.0,0,0,3,18,0
14,0,184.95,0,0,9,46,2
9,0,716.0,0,0,3,15,4
13,0,252.61666666666667,0,0,16,59,19
12,0,371.8333333333333,0,0,9,40,13
8,0,596.0,0,0,1,9,0
11,0,366.5833333333333,2,2,9,39,2
11,0,368.75,2,9,8,20,1
9,0,711.0,0,0,2,23,1
8,0,598.0,0,0,1,8,0
12,0,248.66666666666666,0,0,3,19,3
7,0,598.0,0,0,18,35,2
14,0,229.56666666666666,0,0,9,44,0
12,0,209.5,0,0,9,34,11
13,0,123.58333333333333,0,0,10,39,12
7,0,648.0,0,0,3,14,4
8,0,531.0,1,4,14,32,6
13,0,184.01666666666668,3,16,9,45,2
8,0,645.0,0,0,1,9,0
7,0,660.0,0,0,3,22,2
7,0,536.0,0,0,25,54,6
8,0,717.0,0,0,9,33,5
7,0,477.0,0,0,8,38,4
7,0,650.0,0,0,3,12,0
7,0,463.0,0,0,14,38,7
8,0,529.0,0,0,16,44,16
13,0,144.53333333333333,0,0,4,45,4
8,0,538.0,3,1,6,33,6
23,1,507.01666666666665,0,0,11,18,10
13,0,190.46666666666667,1,6,9,42,4
10,0,482.56666666666666,1,25,9,22,8
8,0,588.0,0,0,1,9,0
8,0,476.0,0,0,9,21,2
13,0,306.35,0,0,8,44,3
12,0,199.7,0,0,1,8,1
13,0,359.45,1,7,9,46,0
8,0,600.0,0,0,1,9,1
12,0,323.9,2,0,14,36,2
8,0,534.0,0,0,3,23,1
10,0,429.56666666666666,0,0,15,43,3
13,0,193.56666666666666,0,0,15,34,4
13,0,294.3833333333333,9,3,11,17,11
8,0,664.0,0,0,1,8,0
8,0,478.0,0,0,2,17,0
14,0,239.8,0,0,1,7,1
9,0,535.0,0,0,10,21,0
9,0,536.0,2,6,1,8,3
9,0,708.0,2,0,3,20,0
20,1,178.6833333333333,0,0,10,26,6
13,0,254.08333333333334,0,0,15,47,7
8,0,597.0,0,0,1,7,0
11,0,326.51666666666665,0,0,11,56,13
8,0,594.0,0,0,1,9,1
8,0,592.0,0,0,9,41,2
4,1,532.35,0,0,11,37,6
7,0,596.0,0,0,9,35,3
7,0,467.0,0,0,15,48,13
7,1,776.6666666666666,0,0,2,14,2
7,0,660.0,0,0,3,16,0
9,0,461.0,2,1,3,17,0
9,0,538.0,0,0,3,22,0
10,0,291.35,1,5,15,50,15
8,0,583.0,0,0,11,49,17
8,0,588.0,0,0,9,43,8
8,0,599.0,0,0,1,8,0
8,0,599.0,0,0,1,10,2
12,0,379.26666666666665,0,0,9,33,2
8,0,587.0,2,5,7,29,0
12,0,315.31666666666666,1,0,1,9,0
9,0,472.0,0,0,2,17,4
7,0,531.0,1,1,1,7,0
9,0,524.0,1,3,3,16,2
9,0,527.0,0,0,3,19,3
9,0,536.0,0,0,11,50,9
8,0,596.0,0,0,9,44,7
7,0,674.0,0,0,3,14,0
11,0,282.3833333333333,0,0,1,8,2
13,0,303.3333333333333,0,0,11,34,8
8,0,525.0,0,0,9,35,13
8,0,599.0,0,0,9,43,7
8,0,660.0,0,0,1,8,0
14,0,296.35,0,0,9,31,8
7,0,476.0,0,0,14,27,1
8,0,524.0,0,0,14,39,1
9,0,533.0,0,0,3,19,0
8,0,656.0,0,0,9,17,1
12,0,222.0,1,25,1,8,1
9,0,537.0,1,0,9,29,4
8,0,654.0,0,0,1,7,2
14,0,371.0833333333333,2,0,9,39,15
8,0,527.0,0,0,15,11,2
8,0,531.0,0,0,15,49,21
9,0,715.0,0,0,3,12,1
8,0,532.0,0,0,15,47,19
8,0,466.0,0,0,9,17,4
8,0,535.0,0,0,15,64,5
13,0,129.21666666666667,0,0,9,33,14
7,0,599.0,0,0,10,31,5
12,0,204.91666666666666,0,0,19,47,3
9,0,536.0,0,0,1,8,1
9,0,593.0,0,0,9,39,12
8,0,540.0,0,0,15,40,0
9,0,533.0,0,0,3,12,1
9,0,706.0,0,0,3,20,3
8,0,419.0,0,0,11,48,16
9,0,470.0,0,0,3,20,0
8,0,538.0,0,0,4,45,0
8,0,539.0,0,0,15,59,20
8,0,539.0,0,0,9,20,0
8,0,605.0,2,7,10,36,1
7,0,470.0,0,0,18,40,10
4,1,492.7,0,0,10,23,10
8,0,654.0,0,0,9,34,1
13,0,279.6,0,0,3,21,1
8,0,480.0,0,0,9,23,9
12,0,342.46666666666664,0,0,3,20,1
23,1,488.06666666666666,0,0,11,49,5
7,0,598.0,0,0,15,47,8
7,0,478.0,0,0,14,44,4
12,0,166.6,0,0,15,53,20
7,0,534.0,0,0,1,9,1
8,0,540.0,0,0,9,35,18
12,0,247.56666666666666,0,0,1,7,1
9,0,480.0,0,0,3,15,3
7,0,538.0,0,0,1,7,1
8,0,531.0,0,0,14,51,16
9,0,536.0,1,2,1,10,0
7,0,599.0,0,0,13,21,4
7,0,590.0,0,0,15,49,10
8,0,652.0,0,0,9,23,2
13,0,207.55,0,0,1,24,1
8,0,598.0,0,0,9,41,3
7,0,524.0,0,0,11,37,3
8,0,658.0,2,5,9,10,12
7,0,535.0,0,0,6,32,4
11,0,399.8833333333333,0,0,8,29,2
12,0,356.95,0,0,8,14,18
11,0,254.48333333333332,0,0,27,69,16
14,0,363.03333333333336,0,0,9,39,7
8,0,589.0,0,0,9,27,12
12,0,414.93333333333334,0,0,1,9,0
8,0,475.0,1,0,3,17,0
7,0,477.0,0,0,11,44,17
9,0,536.0,2,0,9,37,10
8,0,540.0,0,0,15,54,8
12,0,199.73333333333332,3,0,1,9,0
12,0,317.3,0,0,9,32,10
8,0,596.0,0,0,1,5,1
7,0,538.0,0,0,9,40,10
7,0,588.0,0,0,15,36,4
12,0,218.58333333333334,0,0,14,43,13
12,0,435.78333333333336,0,0,10,34,2
9,0,468.0,0,0,3,13,1
9,0,531.0,0,0,3,12,1
8,0,538.0,0,0,15,36,12
8,0,592.0,0,0,11,30,10
13,0,338.23333333333335,1,1,1,9,3
12,0,351.6166666666667,1,5,9,41,7
7,0,529.0,0,0,1,4,1
14,0,175.68333333333334,9,0,15,57,7
12,0,222.61666666666667,0,0,15,31,3
8,0,593.0,0,0,1,10,1
13,0,236.83333333333334,0,0,6,31,1
13,0,346.5833333333333,0,0,9,30,1
8,0,596.0,0,0,0,7,0
7,0,535.0,0,0,9,32,6
7,0,657.0,0,0,3,17,1
7,0,463.0,0,0,15,47,15
7,0,600.0,0,0,9,19,9
8,0,580.0,0,0,9,33,1
9,0,533.0,3,9,1,8,0
8,0,646.0,0,0,9,39,7
13,0,291.56666666666666,0,0,1,10,0
12,0,228.08333333333334,2,4,1,25,1
7,0,590.0,0,0,9,50,3
8,0,532.0,0,0,15,24,15
8,0,538.0,0,0,15,25,7
8,0,532.0,0,0,15,35,3
14,0,144.51666666666668,0,0,3,22,1
8,0,647.0,0,0,9,39,8
8,0,478.0,0,0,9,22,12
7,0,588.0,0,0,9,40,14
7,0,496.0,0,0,13,44,1
10,0,398.7,1,7,9,39,9
12,0,393.51666666666665,0,0,9,25,2
13,0,178.3,0,0,15,30,17
13,0,240.98333333333332,0,0,9,46,2
7,0,656.0,0,0,3,17,0
7,0,472.0,0,0,15,36,11
9,0,522.0,0,0,1,8,1
7,0,513.0,0,0,1,10,0
7,0,582.0,2,3,15,42,23
9,0,532.0,1,27,9,27,0
8,0,658.0,0,0,1,9,1
7,0,471.0,0,0,10,40,11
11,0,305.68333333333334,1,5,14,39,10
8,0,535.0,0,0,15,59,18
13,0,214.58333333333334,0,0,15,45,0
12,0,368.73333333333335,1,2,9,31,0
8,0,533.0,0,0,15,40,21
8,0,643.0,0,0,3,25,1
9,0,537.0,0,0,1,7,0
12,0,279.4166666666667,1,0,9,31,7
7,0,583.0,0,0,14,48,10
11,1,526.75,0,0,11,52,4
8,0,583.0,0,0,1,9,0
8,0,473.0,0,0,3,15,5
14,0,244.65,0,0,1,9,2
7,0,522.0,0,0,1,9,0
8,0,537.0,0,0,9,28,2
9,0,536.0,0,0,3,19,2
13,0,309.7,1,1,8,10,11
8,0,530.0,0,0,15,38,6
7,0,597.0,0,0,15,46,14
8,0,470.0,0,0,9,36,6
13,1,242.11666666666667,0,0,11,40,2
8,0,660.0,0,0,9,23,10
8,0,655.0,0,0,1,9,1
7,0,534.0,0,0,9,39,6
11,0,329.68333333333334,0,0,15,33,5
8,0,652.0,0,0,9,36,7
7,0,460.0,1,0,15,51,12
10,0,418.28333333333336,0,0,1,9,0
9,0,536.0,0,0,9,51,11
7,0,465.0,0,0,15,52,6
8,0,537.0,0,0,14,27,4
9,0,538.0,8,19,9,42,1
8,0,534.0,0,0,13,40,4
9,0,521.0,0,0,3,16,0
8,0,537.0,0,0,3,33,3
8,0,538.0,0,0,9,31,15
11,0,358.1166666666667,2,0,11,12,15
7,0,621.0,0,0,9,39,1
7,0,527.0,0,0,11,13,12
8,0,538.0,0,0,18,11,22
8,0,655.0,0,0,1,8,1
8,0,529.0,0,0,15,11,25
15,0,179.33333333333334,0,0,3,25,1
7,0,528.0,0,0,1,6,0
12,0,275.93333333333334,1,1,9,43,4
7,0,540.0,0,0,9,25,2
8,0,540.0,0,0,9,21,13
8,0,554.0,0,0,15,38,5
8,0,642.0,0,0,9,43,4
7,0,683.0,0,0,9,29,3
7,0,528.0,0,0,7,36,1
8,0,480.0,0,0,9,34,14
9,0,533.0,0,0,1,8,0
8,0,671.0,0,0,1,6,0
12,0,294.8333333333333,0,0,13,44,10
8,0,607.85,3,2,1,8,0
8,0,530.0,0,0,15,47,3
10,0,385.1166666666667,0,0,11,31,10
9,0,531.0,0,0,1,14,1
9,0,539.0,0,0,1,7,3
8,0,533.0,0,0,15,31,9
11,0,573.45,4,3,3,24,5
8,0,536.0,0,0,11,39,1
14,0,197.31666666666666,0,0,9,42,8
14,0,123.7,2,0,3,17,1
8,0,596.0,0,0,0,9,0
13,0,180.06666666666666,0,0,3,18,2
12,0,503.6,0,0,3,19,2
13,0,327.8,0,0,9,36,1
8,0,561.0,0,0,13,53,15
13,0,312.78333333333336,0,0,9,45,3
12,0,183.35,9,23,14,44,16
7,0,537.0,0,0,9,27,4
8,0,535.0,0,0,6,36,1
11,0,277.7,0,0,14,46,5
9,0,547.0,0,0,3,18,4
7,0,596.0,0,0,11,23,1
17,0,484.65,0,0,10,32,5
7,0,477.0,0,0,8,44,0
8,0,659.0,0,0,9,36,3
7,0,595.0,0,0,9,36,3
8,0,586.0,0,0,10,30,1
11,0,316.7,0,0,9,34,2
7,0,525.0,0,0,1,9,2
7,0,540.0,0,0,9,42,1
7,0,537.0,0,0,1,10,0
12,0,335.26666666666665,1,26,18,40,10
10,0,386.0833333333333,0,0,9,30,8
11,0,272.43333333333334,3,7,1,7,2
13,0,159.88333333333333,0,0,11,39,12
13,0,283.1166666666667,0,0,10,55,22
11,0,282.35,2,5,3,17,6
7,0,524.0,0,0,0,9,0
7,0,658.0,1,22,3,22,4
7,0,536.0,3,4,11,26,1
10,0,291.1166666666667,9,0,1,7,0
8,0,658.0,0,0,1,6,1
12,0,261.96666666666664,2,6,8,17,5
8,0,509.6,10,9,10,40,0
7,0,471.0,0,0,15,44,7
8,0,656.0,0,0,1,9,0
8,0,472.0,0,0,3,17,3
6,0,174.41666666666666,10,7,11,37,9
8,0,539.0,0,0,9,37,5
7,0,598.0,0,0,15,31,4
12,0,238.43333333333334,3,6,1,8,0
9,0,715.0,0,0,3,12,1
13,0,217.95,0,0,9,35,5
7,0,586.0,0,0,14,54,12
8,0,645.0,0,0,9,24,11
7,0,587.0,0,0,9,28,8
7,0,537.0,0,0,1,9,0
12,0,307.51666666666665,1,27,9,34,6
8,0,653.0,0,0,13,49,4
13,0,320.1,0,0,9,33,2
8,0,532.0,0,0,9,45,7
7,0,538.0,0,0,1,8,1
21,1,507.1666666666667,0,0,10,45,14
13,0,197.9,3,8,3,16,1
13,0,277.55,0,0,5,45,0
8,0,532.0,0,0,15,49,2
13,0,219.58333333333334,9,0,15,32,5
8,0,597.0,7,0,1,10,0
7,0,540.0,0,0,8,27,1
8,0,528.0,0,0,9,35,18
12,0,263.4,2,9,9,32,2
11,0,338.1,2,4,15,56,13
13,0,284.65,0,0,3,17,3
14,0,498.46666666666664,1,0,3,17,0
7,0,480.6333333333333,0,0,11,35,13
13,0,234.18333333333334,0,0,14,34,1
9,0,715.0,0,0,9,32,4
12,0,294.65,2,10,14,53,5
8,0,652.0,2,4,9,26,2
7,0,477.0,0,0,14,38,9
7,0,597.0,3,5,9,46,1
11,0,260.7166666666667,2,9,16,28,0
7,0,535.0,0,0,1,8,1
9,0,703.0,0,0,3,20,5
8,0,590.0,0,0,1,9,1
8,0,715.0,0,0,9,38,5
9,0,718.0,0,0,3,23,3
7,0,538.0,0,0,1,8,1
7,0,473.0,0,0,14,60,18
13,0,267.3,0,0,8,15,1
7,0,531.0,0,0,1,9,1
8,0,478.0,1,19,10,10,11
8,0,716.0,0,0,9,34,14
8,0,600.0,0,0,1,8,1
8,0,589.0,0,0,1,9,0
8,0,592.0,0,0,1,9,0
8,0,526.0,0,0,9,28,5
13,0,343.4166666666667,0,0,9,43,9
7,0,533.0,0,0,0,9,0
11,0,519.9666666666667,0,0,9,28,2
7,0,475.0,0,0,9,48,12
9,0,704.0,0,0,2,20,0
8,0,606.0,7,27,11,12,12
7,0,590.0,0,0,11,43,12
10,0,509.05,3,9,9,37,13
7,0,470.0,0,0,7,14,6
13,0,118.06666666666666,2,5,15,31,3
8,0,530.0,0,0,9,36,10
9,0,474.0,0,0,3,13,0
7,0,466.0,0,0,10,21,8
8,0,553.0,0,0,15,56,6
12,0,184.71666666666667,1,0,15,54,15
6,0,564.0,0,0,10,41,0
7,0,479.0,0,0,15,31,5
7,0,538.0,0,0,9,33,4
8,0,471.0,0,0,3,16,5
15,0,183.11666666666667,0,0,9,38,1
8,0,587.0,0,0,3,18,6
8,0,598.0,0,0,1,5,2
8,0,598.0,0,0,1,9,0
13,0,267.56666666666666,0,0,1,8,1
13,0,327.4166666666667,8,27,9,17,3
12,0,246.33333333333334,0,0,15,29,24
7,0,521.0,0,0,3,19,2
12,0,289.81666666666666,0,0,11,31,5
9,0,523.0,0,0,1,7,1
8,0,463.0,0,0,3,15,4
8,0,596.0,0,0,1,8,0
10,0,298.5833333333333,0,0,15,20,23
13,0,227.15,0,0,15,47,18
9,0,705.8333333333334,1,12,9,31,13
7,0,596.0,0,0,15,42,14
8,0,587.0,2,2,9,41,16
7,0,599.0,0,0,9,43,15
13,0,218.9,0,0,9,36,6
8,0,656.0,0,0,9,48,3
8,0,672.0,1,1,1,8,0
7,0,535.0,0,0,1,9,0
9,0,595.0,3,7,9,22,0
7,0,471.0,0,0,14,41,18
7,0,477.0,0,0,15,44,18
8,0,536.0,0,0,9,45,6
8,0,545.0,8,27,19,48,10
12,0,346.23333333333335,0,0,9,34,0
8,0,595.0,0,0,1,6,0
12,0,206.5,0,0,27,33,35
10,0,439.98333333333335,2,25,3,8,1
7,0,473.0,0,0,11,37,9
11,0,302.1166666666667,0,0,9,41,12
9,0,537.0,0,0,3,18,1
14,0,182.61666666666667,0,0,9,43,9
13,0,218.26666666666668,3,4,15,33,3
7,0,533.0,1,5,1,7,2
9,0,536.0,0,0,9,30,9
7,0,598.0,8,23,14,30,2
8,0,645.0,0,0,1,8,1
8,0,597.0,0,0,11,32,4
8,0,657.0,0,0,9,40,9
12,0,210.56666666666666,0,0,9,34,8
13,0,120.33333333333333,0,0,9,36,14
8,0,468.0,0,0,3,8,1
7,0,531.0,0,0,9,35,15
7,0,527.0,0,0,1,6,1
8,0,479.0,0,0,14,47,16
13,0,117.95,0,0,9,46,6
8,0,529.0,0,0,14,53,15
8,0,592.0,0,0,10,37,13
8,0,469.0,0,0,9,24,5
8,0,592.0,1,0,1,10,0
8,0,506.0,2,0,3,20,0
0,1,479.8333333333333,0,0,10,27,1
8,0,478.0,0,0,3,19,3
7,0,479.0,0,0,15,44,9
8,0,495.7833333333333,0,0,11,32,1
7,0,540.0,0,0,3,13,5
12,1,238.74999999999997,13,35,11,14,15
8,0,651.0,0,0,9,27,13
8,0,591.0,0,0,14,42,4
13,0,274.21666666666664,0,0,3,23,2
7,0,600.0,0,0,15,35,4
14,0,312.9166666666667,9,21,9,33,2
9,0,540.0,0,0,9,23,12
7,0,611.0,0,0,1,9,1
12,0,277.98333333333335,0,0,11,31,13
8,0,598.0,0,0,1,7,1
11,0,350.3666666666667,0,0,3,16,2
12,0,259.76666666666665,1,0,14,26,10
8,0,655.0,0,0,1,8,0
8,0,591.0,0,0,11,39,3
4,1,554.6166666666667,14,41,11,29,15
13,0,313.71666666666664,0,0,1,9,1
14,0,201.68333333333334,2,12,3,18,3
9,0,527.0,0,0,3,21,1
9,0,537.0,0,0,1,7,1
7,0,530.0,0,0,1,9,1
11,0,326.8,0,0,9,35,3
8,0,535.0,0,0,15,46,21
13,0,242.58333333333334,3,4,9,26,5
8,0,659.0,0,0,9,41,6
14,0,180.05,7,22,1,9,1
12,0,322.5833333333333,0,0,9,29,9
8,0,594.0,2,3,9,33,2
8,0,538.0,0,0,15,26,2
13,0,273.5,2,12,9,39,8
7,0,594.0,0,0,12,23,7
9,0,533.0,0,0,1,6,1
8,0,530.0,0,0,15,47,16
9,0,600.0,0,0,9,39,10
7,0,526.0,0,0,8,30,0
8,0,528.0,0,0,18,49,2
7,0,464.0,0,0,15,38,16
9,0,709.0,0,0,3,12,0
12,0,238.01666666666668,0,0,0,10,0
8,0,616.0,0,0,1,7,0
8,0,523.0,0,0,9,41,5
4,1,479.5666666666667,0,0,11,27,4
7,0,532.0,0,0,1,7,0
9,0,529.0,8,27,3,21,6
8,0,527.0,0,0,15,37,1
8,0,660.0,0,0,9,17,3
8,0,587.0,0,0,1,7,0
8,0,468.0,0,0,3,17,3
12,0,337.56666666666666,0,0,15,45,18
8,0,596.0,0,0,9,43,8
8,0,592.0,9,27,14,43,5
8,0,587.0,0,0,1,9,0
8,0,597.0,0,0,11,40,4
12,0,256.31666666666666,2,0,10,33,4
7,0,525.0,0,0,9,34,10
8,0,597.0,0,0,9,36,7
8,0,479.0,0,0,3,9,1
9,0,532.0,9,24,3,19,2
11,0,324.8833333333333,1,5,9,36,3
12,0,355.4,0,0,3,18,6
7,1,260.46666666666664,4,12,11,40,4
12,0,542.5166666666667,0,0,3,14,2
8,0,528.0,0,0,9,30,0
8,0,596.0,0,0,1,9,1
10,0,327.1166666666667,1,5,15,54,7
12,0,380.5,0,0,9,32,1
7,0,587.0,0,0,11,23,2
7,0,477.0,0,0,11,41,11
1,1,506.03333333333336,0,0,11,31,2
14,0,372.01666666666665,8,0,9,28,4
7,0,480.0,0,0,14,24,9
8,0,738.0,0,0,9,36,6
7,0,656.0,0,0,3,18,2
13,0,327.55,0,0,0,16,0
13,0,491.35,2,6,3,12,4
7,0,652.0,0,0,9,35,1
7,0,478.0,0,0,14,33,11
8,0,585.0,0,0,1,6,1
8,0,715.0,0,0,9,43,9
8,0,466.0,9,0,9,43,5
13,0,186.23333333333332,2,4,3,17,2
10,0,375.5,2,2,3,16,4
10,0,241.63333333333333,0,0,35,63,43
7,0,538.0,0,0,1,8,1
17,1,268.3833333333333,4,15,10,48,9
9,0,540.0,0,0,1,10,0
13,0,360.1666666666667,0,0,10,28,2
8,0,645.0,0,0,9,18,15
16,1,499.2666666666667,0,0,11,38,18
8,0,468.0,0,0,3,21,1
7,0,476.0,9,21,9,37,8
7,0,460.0,0,0,15,53,10
9,0,718.0,0,0,9,46,0
8,0,474.0,0,0,9,27,8
8,0,645.0,0,0,8,24,1
7,0,476.0,0,0,15,34,17
14,0,370.0,0,0,3,21,1
8,0,590.0,0,0,11,27,1
8,0,537.0,0,0,13,43,5
8,0,540.0,0,0,15,40,20
8,0,720.0,0,0,9,18,12
8,0,480.0,0,0,3,15,0
13,0,221.93333333333334,7,3,9,42,11
8,0,596.0,0,0,1,9,0
9,0,537.0,0,0,3,19,3
7,0,594.0,0,0,14,29,1
12,0,245.11666666666667,0,0,1,7,0
7,0,657.0,0,0,11,35,15
7,0,654.0,0,0,18,41,26
7,0,525.0,0,0,9,33,4
8,0,657.0,0,0,14,33,10
11,0,382.9,0,0,3,19,0
7,0,466.0,0,0,15,56,5
9,0,476.0,2,6,3,17,1
9,0,709.0,0,0,10,32,10
13,0,168.13333333333333,0,0,15,38,12
7,0,658.0,0,0,3,20,3
9,0,536.0,0,0,1,10,0
7,0,655.0,0,0,3,19,4
0,1,493.15,0,0,11,33,11
8,0,594.0,0,0,9,33,5
9,0,522.0,0,0,3,20,0
11,0,312.8333333333333,0,0,9,28,2
9,0,709.0,0,0,3,24,1
5,1,207.28333333333333,0,0,11,33,1
13,0,444.1,8,8,8,22,1
11,0,410.3666666666667,2,3,1,7,0
8,0,476.0,9,27,9,15,0
13,0,363.3833333333333,0,0,9,37,17
9,0,713.0,0,0,3,24,0
7,0,648.0,0,0,3,17,5
8,0,533.0,0,0,14,33,1
13,0,154.98333333333332,0,0,9,27,17
7,0,657.0,0,0,18,39,23
11,0,454.23333333333335,0,0,9,29,12
7,0,475.0,0,0,9,49,6
8,0,537.0,0,0,15,9,28
7,0,591.0,0,0,15,36,14
7,0,598.0,0,0,14,37,4
9,0,536.0,0,0,8,34,4
7,0,477.0,0,0,14,52,15
8,0,497.0,0,0,3,16,3
7,0,473.0,0,0,11,43,16
8,0,531.0,0,0,15,36,5
7,0,538.0,0,0,1,9,2
7,0,598.0,8,26,9,28,4
12,0,298.8666666666667,0,0,9,29,3
13,0,300.56666666666666,0,0,9,44,12
8,0,538.0,0,0,9,27,4
8,0,535.0,0,0,9,29,1
9,0,525.0,0,0,9,19,1
8,0,468.0,0,0,14,34,1
7,0,551.0,0,0,1,6,0
13,0,255.58333333333334,0,0,9,35,4
9,0,528.0,0,0,1,8,0
14,0,205.38333333333333,0,0,1,9,0
7,0,595.0,0,0,9,52,12
9,0,529.0,0,0,1,9,1
12,0,191.81666666666666,0,0,15,42,16
13,0,235.83333333333334,0,0,3,19,1
8,0,532.0,3,11,27,66,12
7,0,583.0,0,0,15,37,12
9,0,535.0,0,0,9,37,10
7,0,539.0,0,0,9,46,1
22,1,200.26666666666668,7,19,11,32,5
12,0,430.8,0,0,1,9,1
8,0,525.0,0,0,9,53,15
7,0,525.0,0,0,1,4,0
7,0,509.0,0,0,14,45,7
7,0,644.0,0,0,3,23,3
7,0,519.0,0,0,9,37,3
7,0,531.0,0,0,1,9,1
9,0,534.0,0,0,1,8,1
8,0,598.0,0,0,9,36,15
14,0,224.16666666666666,3,10,9,43,10
8,0,654.0,0,0,1,9,0
13,0,277.9,0,0,1,8,0
8,0,647.0,0,0,1,9,0
9,0,713.0,0,0,3,19,4
11,0,359.23333333333335,3,0,8,34,2
8,0,581.0,0,0,1,8,0
8,0,539.0,0,0,9,46,14
14,0,161.21666666666667,0,0,3,20,0
9,0,712.0,0,0,3,25,2
9,0,540.0,0,0,3,18,5
10,0,359.28333333333336,3,3,15,47,9
10,1,528.9333333333334,0,0,11,40,5
12,0,165.25,0,0,11,42,1
9,0,539.0,3,1,1,6,0
8,0,536.0,0,0,9,25,1
8,0,537.0,0,0,15,34,8
8,0,535.0,0,0,9,48,7
8,0,652.0,0,0,9,14,8
7,0,540.0,0,0,8,39,1
11,0,299.85,0,0,5,14,8
7,0,597.0,0,0,15,49,14
2,1,531.7166666666667,0,0,11,55,16
8,0,480.0,0,0,3,23,0
8,0,533.0,0,0,9,31,11
7,0,642.0,0,0,3,13,0
12,0,230.68333333333334,1,0,9,31,4
8,0,465.0,0,0,3,16,1
9,0,564.0,0,0,3,20,3
7,0,537.0,0,0,1,9,0
8,0,475.0,0,0,3,15,1
8,0,530.0,0,0,9,31,0
7,0,592.0,0,0,9,8,3
9,0,715.0,0,0,3,20,2
8,0,538.0,0,0,15,53,15
7,0,526.0,0,0,1,9,1
8,0,604.0,0,0,10,31,6
7,0,598.0,0,0,9,30,10
10,0,435.4,0,0,9,17,7
9,0,522.0,0,0,3,18,2
8,0,537.0,0,0,15,42,0
13,0,325.96666666666664,1,5,7,22,1
7,1,507.56666666666666,6,33,11,40,18
8,0,478.0,0,0,3,16,4
8,0,533.0,0,0,1,27,1
8,0,539.0,0,0,3,50,2
8,0,538.0,0,0,15,33,9
7,0,657.0,0,0,8,16,0
11,0,407.51666666666665,3,2,3,18,2
8,0,533.0,0,0,9,32,5
7,0,536.0,0,0,1,7,0
7,0,544.0,0,0,1,8,1
7,0,604.0,0,0,14,22,11
8,0,416.0,0,0,11,24,2
7,0,473.0,0,0,9,38,9
7,0,672.0,0,0,9,38,1
8,0,544.0,0,0,15,35,3
13,0,246.91666666666666,1,0,9,35,2
7,0,542.0,0,0,9,29,1
8,0,659.0,0,0,1,7,1
10,0,462.1333333333333,0,0,3,18,4
11,0,306.15,0,0,9,15,1
8,0,551.0,0,0,15,44,1
12,0,225.21666666666667,0,0,1,10,1
14,0,217.18333333333334,0,0,9,35,1
12,0,260.55,0,0,3,17,2
8,0,650.0,0,0,9,49,6
7,0,592.0,0,0,9,34,9
7,0,604.0,0,0,9,28,1
8,0,597.0,0,0,1,8,0
7,0,547.0,0,0,1,8,0
7,0,598.0,0,0,15,34,5
8,0,475.0,0,0,9,33,6
8,0,610.0,1,3,11,34,17
7,0,544.0,0,0,1,7,0
8,0,559.0,0,0,9,36,6
8,0,551.0,0,0,9,19,0
7,0,606.0,0,0,15,46,23
14,0,133.93333333333334,0,0,11,44,3
7,0,541.0,0,0,11,47,14
12,0,333.55,2,4,15,52,14
13,0,130.25,0,0,11,35,7
8,0,482.0,0,0,9,29,3
8,0,668.0,1,3,9,19,6
8,0,604.0,0,0,14,42,14
14,0,214.7,2,4,3,22,1
8,0,544.0,0,0,9,34,1
8,0,600.0,0,0,7,23,1
14,0,216.0,0,0,3,20,3
9,0,728.0,0,0,3,18,6
7,0,563.0,0,0,1,9,2
11,0,287.1,0,0,9,34,2
7,0,537.0,0,0,1,8,0
14,0,136.8,0,0,3,13,5
8,0,614.0,0,0,1,10,1
13,0,329.3,2,3,1,4,2
7,0,493.0,0,0,9,23,5
8,0,604.0,0,0,1,8,0
9,0,537.0,0,0,1,9,0
12,0,314.15,2,6,9,35,1
13,0,128.06666666666666,0,0,9,43,13
7,0,520.0,0,0,1,6,1
19,1,290.2333333333333,12,10,4,20,6
7,0,504.0,0,0,14,41,13
8,0,638.0,0,0,1,8,0
12,0,358.15,1,6,1,9,1
7,0,560.0,0,0,1,7,1
7,0,483.0,0,0,9,20,3
14,0,394.7,0,0,3,18,1
7,0,523.0,0,0,4,41,0
7,0,605.0,2,0,9,32,7
8,0,561.0,0,0,1,9,1
7,0,482.0,0,0,15,59,7
7,0,486.0,0,0,15,49,20
9,0,403.81666666666666,0,0,1,8,1
9,0,544.0,2,3,1,7,1
11,0,329.6666666666667,3,3,15,37,3
9,0,711.0,0,0,3,16,0
8,0,665.0,0,0,9,17,13
12,0,239.68333333333334,0,0,15,32,5
13,0,220.18333333333334,2,13,9,31,3
7,1,1086.05,0,0,14,42,4
8,0,533.0,0,0,9,17,2
7,0,661.0,0,0,18,36,21
8,0,599.0,0,0,1,8,2
7,0,619.0,0,0,0,14,0
7,0,538.0,0,0,9,27,8
9,0,718.0,0,0,3,13,0
12,0,335.4166666666667,0,0,2,15,1
11,0,388.18333333333334,2,8,9,34,1
11,0,299.53333333333336,3,6,15,19,2
7,0,545.0,0,0,0,10,0
8,0,484.0,0,0,3,12,4
21,1,510.15,0,0,11,27,11
